1492.649048
24.909704,-3.232753,-0.877961,1.554398,3.508713,1.439388,4.678473,0,0.602963
11.361564,-3.175976,-0.825357,1.658266,3.761947,1.616532,4.710844,0,0.598970
9.777302,6.463664,-0.771647,1.631535,4.157532,1.438262,3.068910,0,0.586602
6.478975,-3.114121,-0.978116,1.661008,3.731657,1.499859,4.719063,0,0.509847
15.306963,6.548986,-0.783391,1.648018,3.928818,1.536346,3.100246,0,0.509587
24.761435,5.464222,-0.530324,1.550416,3.346434,1.608534,0.033843,0,0.298333
19.995558,6.245030,-0.690162,1.564917,3.854513,1.532516,3.164760,0,0.293775
32.136047,-6.830035,-0.893175,1.519128,3.744041,1.454279,3.192444,0,0.229485
35.899094,-6.563762,-0.645689,1.683554,3.898675,1.565950,4.906460,0,0.205535
48.512028,6.266504,-0.506426,1.727097,4.417656,1.700251,3.159809,0,0.192029
38.895638,6.471644,0.050897,1.615292,4.017644,1.643573,0.066775,0,0.164333
22.503668,5.914241,-0.823040,1.596627,4.204524,1.433701,3.220775,0,0.155860
