1601.649048
23.658537,4.560191,-0.939798,1.621076,3.585651,1.532411,4.726473,0,0.630004
12.481006,4.164702,-1.013447,1.601100,4.067707,1.469375,4.690683,0,0.600866
13.154618,8.403483,-0.866581,1.694109,4.057501,1.655564,4.724599,0,0.551722
39.717327,0.816244,-0.889227,1.645788,3.624052,1.547884,4.690707,0,0.509934
29.135836,12.568608,-0.625661,1.768604,4.489481,1.832965,4.695469,0,0.472075
32.006580,8.709383,-0.864791,1.544234,3.534073,1.502485,4.662707,0,0.432490
33.797089,5.086318,-0.913003,1.638006,4.154477,1.490353,4.691978,0,0.397611
21.183434,8.533403,-0.923326,1.510839,3.357622,1.401171,4.676777,0,0.384967
41.632000,12.614145,-0.745245,1.534970,3.412621,1.456907,4.784776,0,0.283122
43.048138,5.035917,-0.928093,1.594253,3.611764,1.459770,4.729274,0,0.236097
