1637.385010
25.696531,12.009015,-0.546662,1.621560,4.582498,2.062917,4.657757,0,0.634502
25.783718,8.796536,-0.734520,1.694304,4.569805,1.506495,4.615550,0,0.626561
7.426739,-4.182847,-0.695990,1.813277,4.504436,1.796787,5.063784,0,0.564228
28.409229,-6.837443,-0.465159,1.710323,4.203321,1.573162,4.633204,0,0.542481
25.461437,17.589331,-0.927283,1.671970,4.463097,1.473513,4.654166,0,0.530074
26.544777,1.876664,-0.478685,1.790583,4.581964,1.930758,4.632242,0,0.511398
32.517307,5.861992,-0.376988,1.577069,3.639673,1.380125,4.600198,0,0.488253
27.763559,-4.475171,-0.620385,1.706594,4.475925,1.498207,4.576071,0,0.454446
43.999104,1.072619,-0.023910,1.630999,3.930927,1.676182,4.678349,0,0.357497
21.824080,-9.879865,0.096829,2.244733,6.479709,2.684649,-0.110261,0,0.198708
55.385593,-1.462175,0.627061,2.135941,6.439721,2.739089,1.479745,0,0.113135
