1817.828003
18.083855,-0.254572,-1.252997,1.704606,3.520252,1.398498,4.699539,0,0.613577
18.816917,11.407137,-1.155224,1.635145,3.868107,1.544478,1.587678,0,0.561058
27.074356,11.372745,-1.177116,1.613835,3.910580,1.787801,1.562681,0,0.543421
18.063314,-3.337743,-1.043459,1.865433,4.625179,2.048759,4.760536,0,0.514534
20.226593,5.012153,-1.162877,1.706058,3.844084,1.618547,3.884289,0,0.504968
30.884962,0.235319,-1.392802,1.667879,3.881029,1.547403,4.761008,0,0.453435
28.897488,-3.563128,-1.483020,1.613327,3.984464,1.446463,4.692158,0,0.437887
36.179924,-3.674400,-1.425558,1.716472,4.037216,1.754172,4.682913,0,0.375023
26.547949,4.879241,-1.350240,1.632258,4.202295,1.473209,3.811738,0,0.353706
47.079182,4.423976,-1.585389,1.604773,3.423262,1.506848,3.799900,0,0.303625
33.951897,4.547697,-1.374391,1.622544,3.682645,1.556678,3.989901,0,0.225527
23.346123,5.081529,-1.263516,1.566978,3.675316,1.423460,3.704563,0,0.174835
