1685.957031
16.804253,-5.820370,-0.922728,1.529719,3.233510,1.482648,4.860645,0,0.631967
12.159589,2.383575,-0.919458,1.696520,4.084379,1.434255,1.737121,0,0.605477
23.988010,0.388816,-0.772090,1.746040,4.080204,1.509313,1.741433,0,0.568069
43.218967,-4.589243,-0.500567,1.519589,3.443979,1.536745,1.969880,0,0.321872
5.234328,-4.380850,-1.058550,1.601181,3.840705,1.516692,4.838758,0,0.313734
29.350571,-0.665376,-0.799096,1.526000,3.544184,1.498813,1.768089,0,0.307985
28.790749,-7.901788,-0.739151,1.633179,4.185236,1.526153,4.865990,0,0.277013
22.208265,-6.798647,-0.844356,1.657240,3.957004,1.457063,4.898768,0,0.272664
36.526367,-1.893901,-0.693066,1.562947,3.708217,1.463354,1.758437,0,0.196353
52.483093,-11.336494,-0.438297,1.644014,4.062510,1.509769,2.245627,0,0.111094
