1174.724976
8.204424,2.801813,-0.953299,1.573460,3.436948,1.521550,4.724640,0,0.624087
23.532017,0.393375,-0.793907,1.722050,3.362160,1.370118,4.670910,0,0.623269
22.285324,-2.410446,-0.889718,1.608239,3.450747,1.453343,4.690517,0,0.588479
31.072855,2.730466,-0.800266,1.549959,3.617351,1.422651,4.742828,0,0.576715
10.001081,5.935678,-0.952748,1.462369,3.481551,1.397472,0.710562,0,0.407691
23.807238,6.245941,-0.656079,1.560240,3.609841,1.649520,0.663567,0,0.377291
22.272331,15.182147,-0.782894,1.590761,4.190952,1.434031,1.573087,0,0.368936
35.819271,0.255128,-0.633041,1.664794,3.599078,1.509242,4.705007,0,0.367487
41.882477,6.808669,-0.507472,1.601390,4.340129,1.453700,0.634515,0,0.359960
4.261119,-2.842400,-0.941566,1.556720,3.454539,1.675069,4.684021,0,0.345535
20.611769,6.213263,-0.868948,1.476950,3.444004,1.440337,0.709786,0,0.323967
3.556747,2.597451,-0.977018,1.566146,3.566856,1.522022,4.717350,0,0.280994
37.556061,15.417829,-0.607054,1.674404,4.027332,1.645094,1.566603,0,0.247776
31.512558,6.768178,-0.624129,1.561347,3.732872,1.417786,0.735897,0,0.203313
36.328461,2.630207,-0.662408,1.617377,3.652924,1.522774,4.789530,0,0.165794
