1565.104980
21.763920,-13.502348,-0.575364,1.673162,3.913965,1.570690,1.551665,0,0.498485
10.315350,6.419438,-0.620576,1.738392,4.352425,1.793149,3.134613,0,0.482507
16.411495,6.086781,-0.570824,1.649638,3.823582,1.735442,0.042340,0,0.398700
7.875333,6.749038,-0.771088,1.566459,3.693277,1.492959,3.044969,0,0.383587
13.941284,-11.079280,-0.718546,1.831621,4.700217,2.223144,4.720564,0,0.371377
13.496981,6.731137,-0.669512,1.607676,4.180340,1.450410,3.166323,0,0.339002
30.406380,-4.566978,-0.617504,1.735059,4.160752,1.477830,0.032792,0,0.323870
18.733040,6.113678,-0.707850,1.567605,4.237584,1.403075,3.134387,0,0.322838
34.689308,5.328620,-0.457324,1.708122,4.515817,1.533674,0.024877,0,0.251198
32.448574,-16.992659,-0.577025,1.540644,3.475960,1.514180,4.742493,0,0.233983
33.683186,-4.556689,-0.441535,1.651717,4.302694,1.540651,-0.075859,0,0.181723
5.377609,6.352958,-0.917932,1.580593,3.988750,1.416067,3.115494,0,0.115540
